7.199999999999999456e-02 1.799999999999999864e-02 -1.600000000000000033e-02
3.899999999999999994e-02 -1.400000000000000029e-02 -4.599999999999999922e-02
7.000000000000000666e-02 1.499999999999999944e-02 2.900000000000000147e-02
1.200000000000000025e-02 6.000000000000000125e-03 1.299999999999999940e-02
-2.100000000000000130e-02 -8.000000000000000167e-03 5.700000000000000205e-02
-9.099999999999999756e-02 1.000000000000000021e-03 -2.100000000000000130e-02
-3.200000000000000067e-02 -6.600000000000000311e-02 -2.069999999999999896e-01
-8.899999999999999578e-02 -1.140000000000000041e-01 -3.400000000000000244e-01
7.599999999999999811e-02 4.299999999999999656e-02 8.699999999999999400e-02
6.600000000000000311e-02 3.400000000000000244e-02 7.599999999999999811e-02
6.800000000000000488e-02 4.700000000000000011e-02 8.100000000000000255e-02
8.799999999999999489e-02 5.899999999999999689e-02 1.120000000000000023e-01
1.630000000000000060e-01 2.999999999999999889e-02 1.459999999999999909e-01
1.859999999999999987e-01 1.209999999999999964e-01 1.280000000000000027e-01
1.789999999999999925e-01 6.900000000000000577e-02 1.380000000000000115e-01
0.000000000000000000e+00 1.809999999999999942e-01 -1.479999999999999927e-01
-1.320000000000000062e-01 2.800000000000000058e-02 -1.140000000000000041e-01
-5.530000000000000471e-01 -3.800000000000000044e-01 -1.299999999999999940e-02
-1.019999999999999934e-01 -6.800000000000000488e-02 3.699999999999999817e-02
